train_frac_end,test_width,train_rows,test_rows,test_auprc,test_precision,test_recall,test_f1,threshold
0.3,0.1,2801129,1179826,0.9802091661071155,0.8647830474268415,0.9738636363636364,0.9160876536611438,0.9791492819786072
0.6,0.1,6010937,71070,0.9987407164643833,0.9859872611464968,1.0,0.9929441949967928,0.6709511280059814
0.9,0.1,6293772,68848,0.9984013221940878,0.9803012746234068,1.0,0.9900526623756583,0.996281087398529
